iter	Huber:delta=1.0
543	0.0007799380047
544	0.0007794881588
545	0.00077900925
546	0.0007782815763
547	0.000777130528
548	0.0007764350892
549	0.0007752741005
550	0.0007746827348
551	0.000773902387
552	0.0007733924875
553	0.0007727385521
554	0.0007716526427
555	0.000770543405
556	0.0007694297059
557	0.0007684180754
558	0.0007678328077
559	0.0007676524166
560	0.0007665387336
561	0.0007657115961
562	0.0007652046368
563	0.0007643533292
564	0.0007638623158
565	0.0007633546709
566	0.0007622946541
567	0.0007614876275
568	0.0007607038476
569	0.0007596400025
570	0.0007590358761
571	0.0007584059564
572	0.0007582408169
573	0.000757371581
574	0.0007565003737
575	0.0007560268414
576	0.0007553878678
577	0.0007548502692
578	0.0007535808091
579	0.0007526248296
580	0.0007520372909
581	0.0007508549344
582	0.0007505636416
583	0.0007501329295
584	0.0007495010363
585	0.000748465274
586	0.0007476784368
587	0.000746893566
588	0.0007463815391
589	0.0007457854129
590	0.0007452040274
591	0.0007445414853
592	0.0007437853438
593	0.0007429333231
594	0.0007424899553
595	0.0007417840246
596	0.0007413005454
597	0.0007408253147
598	0.0007405421286
599	0.0007397812412
600	0.0007390871088
601	0.0007384615108
602	0.0007380396806
603	0.0007371312803
604	0.0007365309013
605	0.0007358722099
606	0.0007352305224
607	0.0007343136728
608	0.0007338520029
609	0.0007334226688
610	0.0007327128578
611	0.0007319837762
612	0.0007317315604
613	0.0007314164429
614	0.0007310952583
615	0.0007302631179
616	0.0007295863221
617	0.0007292735741
618	0.0007285477076
619	0.0007273279324
620	0.000726921738
621	0.0007263072311
622	0.000725454543
623	0.0007247032576
624	0.0007243140298
625	0.00072359946
626	0.0007230306088
627	0.0007224336864
628	0.0007219993988
629	0.000720909168
630	0.0007200716705
631	0.0007194485424
632	0.0007188506978
633	0.0007182908523
634	0.0007173853905
635	0.0007169608846
636	0.0007164114857
637	0.0007156645035
638	0.0007148942653
639	0.0007144209468
640	0.0007138832781
641	0.0007131950656
642	0.0007127886754
643	0.0007123805745
644	0.0007116695709
645	0.0007113044867
646	0.0007108341299
647	0.0007106842935
648	0.000710292195
649	0.0007096855278
650	0.0007092378285
651	0.0007087401804
652	0.0007083169194
653	0.0007078877744
654	0.0007074975119
655	0.0007070140153
656	0.00070679289
657	0.000706367899
658	0.0007058043559
659	0.0007054789693
660	0.0007049450428
661	0.0007045005037
662	0.0007041004127
663	0.0007033054145
664	0.0007027758169
665	0.0007021038971
666	0.0007016610472
667	0.0007008301128
668	0.0007002017349
669	0.0006999426459
670	0.0006997430478
671	0.0006992222986
672	0.0006989746585
673	0.0006984948093
674	0.0006980047909
675	0.0006977943175
676	0.0006972517136
677	0.0006965710181
678	0.0006963631319
679	0.0006953292536
680	0.0006952088603
681	0.0006950275549
682	0.0006939975848
683	0.0006935743189
684	0.0006929209213
685	0.0006925892405
686	0.0006922278903
687	0.0006919707036
688	0.0006913001384
689	0.0006908822875
690	0.0006901702567
691	0.0006893935845
692	0.0006891692297
693	0.0006883718085
694	0.0006880789895
695	0.000687619598
696	0.0006870164433
697	0.0006864166771
698	0.0006861071957
699	0.0006853226462
700	0.0006847275495
701	0.0006841011718
702	0.0006836198813
703	0.0006830878611
704	0.0006824688363
705	0.0006819596919
706	0.0006818468084
707	0.0006815436657
708	0.0006809026723
709	0.0006808007827
710	0.0006803460278
711	0.0006798930055
712	0.0006794087884
713	0.0006792371045
714	0.0006787153467
715	0.0006781889409
716	0.0006774227158
717	0.0006769122193
718	0.0006767093314
719	0.0006761933332
720	0.0006759077521
721	0.0006754836484
722	0.0006750691561
723	0.0006749969363
724	0.000674552846
725	0.0006741838977
726	0.0006738874053
727	0.0006732833211
728	0.000672962179
729	0.0006725019955
730	0.000672034102
731	0.0006715917247
732	0.0006713024033
733	0.0006710576321
734	0.000670575213
735	0.0006704491627
736	0.0006698352376
737	0.0006694092875
738	0.0006691055723
739	0.0006687013545
740	0.0006679337225
741	0.0006670895443
742	0.0006665579125
743	0.0006663204976
744	0.0006658812828
745	0.0006653202776
746	0.0006651651312
747	0.0006647316629
748	0.0006645447349
749	0.0006639623312
750	0.0006634067039
751	0.0006630036749
752	0.0006628355362
753	0.0006622327604
754	0.0006618032165
755	0.0006610815712
756	0.0006607069959
757	0.0006599294826
758	0.0006592161815
759	0.0006590666003
760	0.0006585611327
761	0.0006582232983
762	0.0006580201051
763	0.0006574418902
764	0.0006569743975
765	0.0006567342393
766	0.0006563244136
767	0.0006560269908
768	0.0006554500649
769	0.0006549712859
770	0.0006546256307
771	0.0006542600639
772	0.0006538482053
773	0.0006534813377
774	0.0006531231346
775	0.0006528049007
776	0.0006526138686
777	0.0006521407476
778	0.000651456517
779	0.0006511561617
780	0.0006507286496
781	0.0006503984459
782	0.000650020753
783	0.0006496807089
784	0.0006492863269
785	0.0006486295152
786	0.0006481966416
787	0.0006477587476
788	0.000647393633
789	0.0006470753822
790	0.0006467993971
791	0.0006464550382
792	0.0006459194412
793	0.0006456250804
794	0.0006451684937
795	0.0006445172967
796	0.0006440454316
797	0.0006436963314
798	0.0006427420193
799	0.0006424533731
800	0.0006419305467
801	0.0006414597811
802	0.0006409814018
803	0.0006407973799
804	0.0006401869523
805	0.0006398256814
806	0.0006394435717
807	0.000639210843
808	0.0006387746635
809	0.0006382213383
810	0.000637616912
811	0.0006373463794
812	0.0006370353129
813	0.0006366981983
814	0.0006366149214
815	0.0006362228783
816	0.0006357699362
817	0.0006354705348
818	0.0006351771631
819	0.0006347084978
820	0.0006340648354
821	0.0006336711847
822	0.0006330067354
823	0.0006327654843
824	0.0006323521164
825	0.0006320982104
826	0.0006318300578
827	0.0006313867343
828	0.00063103382
829	0.0006307665627
830	0.0006305180129
831	0.0006303202538
832	0.0006301013867
833	0.0006296053754
834	0.0006289752265
835	0.0006283063436
836	0.0006280254094
837	0.0006276920382
838	0.0006272379356
839	0.0006268813135
840	0.0006266002467
841	0.0006262497853
842	0.0006261543248
843	0.0006258010942
844	0.0006255675796
845	0.0006252928669
846	0.0006248329002
847	0.0006243827478
848	0.0006241402276
849	0.0006237267064
850	0.000623317181
851	0.0006230781514
852	0.0006227335282
853	0.0006225138246
854	0.0006222686251
855	0.0006216509629
856	0.0006212891678
857	0.0006210512859
858	0.0006206191574
859	0.0006198526211
860	0.0006195026738
861	0.0006190575263
862	0.0006187615722
863	0.000618421604
864	0.0006180089405
865	0.0006177818081
866	0.0006176961805
867	0.0006173526969
868	0.0006169980246
869	0.0006167157729
870	0.0006161371835
871	0.0006160650255
872	0.0006157924354
873	0.0006153883118
874	0.0006151870332
875	0.0006146872234
876	0.0006142951546
877	0.0006135979918
878	0.0006133502297
879	0.0006130389678
880	0.0006126851106
881	0.0006122165224
882	0.0006117859756
883	0.0006115234202
884	0.0006110256866
885	0.0006101393954
886	0.000609760031
887	0.0006094789539
888	0.0006091374288
889	0.0006089455711
890	0.0006088889487
891	0.0006085782173
892	0.0006082042616
893	0.0006078630841
894	0.0006073967919
895	0.0006070485528
896	0.0006067143451
897	0.0006061892975
898	0.0006058710413
899	0.0006056895289
900	0.0006049769566
901	0.0006045075108
902	0.0006043911152
903	0.000604060152
904	0.0006037737909
905	0.0006035909482
906	0.0006031967707
907	0.0006030325622
908	0.0006027185794
909	0.0006022981234
910	0.0006020880335
911	0.0006017622976
912	0.0006014632786
913	0.0006008485118
914	0.0006004401787
915	0.0006002459187
916	0.0005999755109
917	0.0005995245459
918	0.0005991734663
919	0.0005988831727
920	0.0005985211196
921	0.0005980341045
922	0.0005977592273
923	0.0005970996871
924	0.0005969581171
925	0.0005967476276
926	0.0005964347102
927	0.0005961763807
928	0.0005959142189
929	0.000595656087
930	0.0005954662154
931	0.0005950844182
932	0.0005947404382
933	0.0005944555173
934	0.0005942330251
935	0.0005937742248
936	0.0005936802591
937	0.000593376549
938	0.0005930165181
939	0.0005928048487
940	0.0005924972949
941	0.0005921667367
942	0.0005919624385
943	0.0005915666305
944	0.0005912725254
945	0.0005909648186
946	0.0005906474842
947	0.0005898939381
948	0.0005894400886
949	0.0005892949773
950	0.0005891123964
951	0.0005886628883
952	0.0005883741109
953	0.0005881063395
954	0.0005875381636
955	0.0005870193832
956	0.0005868987985
957	0.0005865246475
958	0.0005860140833
959	0.0005857664076
960	0.0005853735682
961	0.0005848479845
962	0.0005845147383
963	0.0005841003817
964	0.0005836793248
965	0.00058329318
966	0.0005831110876
967	0.0005828358508
968	0.0005825082587
969	0.0005821193165
970	0.0005818126989
971	0.0005816228394
972	0.0005813009242
973	0.0005810231249
974	0.0005808719541
975	0.000580591808
976	0.0005803579311
977	0.0005802218257
978	0.0005797302874
979	0.0005795878439
980	0.0005791669749
981	0.0005787192852
982	0.0005785230176
983	0.0005784161364
984	0.0005779542062
985	0.0005777717084
986	0.000577559034
987	0.0005772982874
988	0.0005771124685
989	0.0005769361803
990	0.0005763888675
991	0.0005761613477
992	0.000575668728
993	0.0005753406015
994	0.0005751240958
995	0.0005746727527
996	0.0005744493827
997	0.0005740264698
998	0.0005738424512
999	0.0005735330106
